"owner","name","url","page","npm","version","stars","downloads","install","added"
"JunNanLYS","dsh-layered-memory","https://github.com/JunNanLYS/dsh-layered-memory","https://awesome-dsh-plugin.com/p/JunNanLYS/dsh-layered-memory/","dsh-layered-memory","0.11.0","17","5418","dsh plugin --profile web add dsh-layered-memory","2026-08-18"
"KLRSL","dsh-biomemory","https://github.com/KLRSL/dsh-biomemory","https://awesome-dsh-plugin.com/p/KLRSL/dsh-biomemory/",,,"7",,"dsh plugin --profile web add github:KLRSL/dsh-biomemory","2026-08-16"
"lanyun077","dsh-project","https://github.com/lanyun077/dsh-project","https://awesome-dsh-plugin.com/p/lanyun077/dsh-project/",,,"0",,"dsh plugin --profile web add github:lanyun077/dsh-project","2026-08-16"
"LAYZR114","dsh-project-memory","https://github.com/LAYZR114/dsh-project-memory","https://awesome-dsh-plugin.com/p/LAYZR114/dsh-project-memory/",,,"0",,"dsh plugin --profile web add github:LAYZR114/dsh-project-memory","2026-09-09"
"lcthe","dsh-hermes-memory","https://github.com/lcthe/dsh-hermes-memory","https://awesome-dsh-plugin.com/p/lcthe/dsh-hermes-memory/","@lcthe/dsh-hermes-memory","0.2.2","0","522","dsh plugin --profile web add @lcthe/dsh-hermes-memory","2026-09-07"
"leetom314","dsh-tiered-memory","https://github.com/leetom314/dsh-tiered-memory","https://awesome-dsh-plugin.com/p/leetom314/dsh-tiered-memory/",,,"0",,"dsh plugin --profile web add github:leetom314/dsh-tiered-memory","2026-09-09"
"lemoncat7","dsh-knowledge","https://github.com/lemoncat7/dsh-knowledge","https://awesome-dsh-plugin.com/p/lemoncat7/dsh-knowledge/","@lemoncat7/dsh-knowledge","2.9.6","12","9055","dsh plugin --profile web add @lemoncat7/dsh-knowledge","2026-08-18"
"LFM097384","Context-Prism","https://github.com/LFM097384/Context-Prism","https://awesome-dsh-plugin.com/p/LFM097384/Context-Prism/",,,"0",,"dsh plugin --profile web add github:LFM097384/Context-Prism","2026-08-19"
"lgquan","dsh-workspace-memory","https://github.com/lgquan/dsh-workspace-memory","https://awesome-dsh-plugin.com/p/lgquan/dsh-workspace-memory/","@flowingspring/dsh-workspace-memory","0.2.15","0","3162","dsh plugin --profile web add @flowingspring/dsh-workspace-memory","2026-08-31"
"liangxiaobing520","dsh-local-vector-memory","https://github.com/liangxiaobing520/dsh-local-vector-memory","https://awesome-dsh-plugin.com/p/liangxiaobing520/dsh-local-vector-memory/",,,"1",,"dsh plugin --profile web add github:liangxiaobing520/dsh-local-vector-memory","2026-08-29"
"LittleBlackTong","dsh-plugin-memory","https://github.com/LittleBlackTong/dsh-plugin-memory","https://awesome-dsh-plugin.com/p/LittleBlackTong/dsh-plugin-memory/","dsh-plugin-memory","0.6.0","3","2765","dsh plugin --profile web add dsh-plugin-memory","2026-08-19"
"ljsysfurryACE","dsh-compaction","https://github.com/ljsysfurryACE/dsh-compaction","https://awesome-dsh-plugin.com/p/ljsysfurryACE/dsh-compaction/",,,"0",,"dsh plugin --profile web add github:ljsysfurryACE/dsh-compaction","2026-08-15"
"ljsysfurryACE","dsh-memory-director","https://github.com/ljsysfurryACE/dsh-memory-director","https://awesome-dsh-plugin.com/p/ljsysfurryACE/dsh-memory-director/",,,"0",,"dsh plugin --profile web add github:ljsysfurryACE/dsh-memory-director","2026-08-15"
"LoserFox","distill","https://github.com/LoserFox/distill","https://awesome-dsh-plugin.com/p/LoserFox/distill/",,,"25",,"dsh plugin --profile web add github:LoserFox/distill","2026-08-13"
"LoveDoLove","Project-Memory-Agent#dsh-plugin","https://github.com/LoveDoLove/Project-Memory-Agent/tree/main/dsh-plugin","https://awesome-dsh-plugin.com/p/LoveDoLove/Project-Memory-Agent--dsh-plugin/","@lovedolove/dsh-project-memory","0.4.31","3","3749","dsh plugin --profile web add @lovedolove/dsh-project-memory","2026-09-07"
"lovezi0","dsh-memory-palace","https://github.com/lovezi0/dsh-memory-palace","https://awesome-dsh-plugin.com/p/lovezi0/dsh-memory-palace/","dsh-memory-palace","1.7.0","3","2369","dsh plugin --profile web add dsh-memory-palace","2026-08-16"
"Luisarg03","dsh-memory-vault#memory-auto","https://github.com/Luisarg03/dsh-memory-vault/tree/main/packages/memory-auto","https://awesome-dsh-plugin.com/p/Luisarg03/dsh-memory-vault--packages-memory-auto/","@luisarg/memory-auto","0.1.3","0","232","dsh plugin --profile web add @luisarg/memory-auto","2026-08-31"
"Luisarg03","dsh-memory-vault#memory-mcp","https://github.com/Luisarg03/dsh-memory-vault/tree/main/packages/memory-mcp","https://awesome-dsh-plugin.com/p/Luisarg03/dsh-memory-vault--packages-memory-mcp/","@luisarg/memory-mcp","0.1.3","0","290","dsh plugin --profile web add @luisarg/memory-mcp","2026-08-31"
"luxiwusuobuneng","dsh-plugin-context-manager","https://github.com/luxiwusuobuneng/dsh-plugin-context-manager","https://awesome-dsh-plugin.com/p/luxiwusuobuneng/dsh-plugin-context-manager/",,,"2",,"dsh plugin --profile web add github:luxiwusuobuneng/dsh-plugin-context-manager","2026-08-28"
"madage","dsh-self-improved","https://github.com/madage/dsh-self-improved","https://awesome-dsh-plugin.com/p/madage/dsh-self-improved/",,,"12",,"dsh plugin --profile web add github:madage/dsh-self-improved","2026-08-16"
"Max-Null","dsh-memory","https://github.com/Max-Null/dsh-memory","https://awesome-dsh-plugin.com/p/Max-Null/dsh-memory/","@max-null/dsh-memory","0.6.1","3","3481","dsh plugin --profile web add @max-null/dsh-memory","2026-08-16"
"melandlabs","opencontext#dsh-opencontext","https://github.com/melandlabs/opencontext/tree/main/plugins/dsh-opencontext","https://awesome-dsh-plugin.com/p/melandlabs/opencontext--plugins-dsh-opencontext/","dsh-opencontext","0.3.2","77","3437","dsh plugin --profile web add dsh-opencontext","2026-08-24"
"memorax-ai","dsh-patchouli","https://github.com/memorax-ai/dsh-patchouli","https://awesome-dsh-plugin.com/p/memorax-ai/dsh-patchouli/","dsh-patchouli","0.1.6","2","1567","dsh plugin --profile web add dsh-patchouli","2026-08-18"
"memorylake-ai","memorylake-harness#dsh-plugin","https://github.com/memorylake-ai/memorylake-harness/tree/main/dsh-plugin","https://awesome-dsh-plugin.com/p/memorylake-ai/memorylake-harness--dsh-plugin/","@memorylake/dsh-plugin","0.1.0","5","308","dsh plugin --profile web add @memorylake/dsh-plugin","2026-08-17"
"meyaomiao","dsh-graphmemory","https://github.com/meyaomiao/dsh-graphmemory","https://awesome-dsh-plugin.com/p/meyaomiao/dsh-graphmemory/","dsh-graphmemory","0.2.0","0","288","dsh plugin --profile web add dsh-graphmemory","2026-09-06"
"MineRPi","dsh-trilium","https://github.com/MineRPi/dsh-trilium","https://awesome-dsh-plugin.com/p/MineRPi/dsh-trilium/","dsh-trilium","0.1.2","0","639","dsh plugin --profile web add dsh-trilium","2026-08-18"
"mingzeng21","dsh-obsidian","https://github.com/mingzeng21/dsh-obsidian","https://awesome-dsh-plugin.com/p/mingzeng21/dsh-obsidian/","dsh-obsidian","0.2.5","15","2165","dsh plugin --profile web add dsh-obsidian","2026-08-16"
"Missher12","dsh-missher-memory","https://github.com/Missher12/dsh-missher-memory","https://awesome-dsh-plugin.com/p/Missher12/dsh-missher-memory/",,,"0",,"dsh plugin --profile web add ""https://github.com/Missher12/dsh-missher-memory/releases/download/v0.3.0-cordis.0/dsh-missher-memory-0.3.0-cordis.0.tgz""","2026-09-08"
"modusensus","dsh-mneme","https://github.com/modusensus/dsh-mneme","https://awesome-dsh-plugin.com/p/modusensus/dsh-mneme/","@modusensus/dsh-mneme","0.8.1","102","17510","dsh plugin --profile web add @modusensus/dsh-mneme","2026-08-14"
"MoonlitDropOfBlood","dsh-memory-manager","https://github.com/MoonlitDropOfBlood/dsh-memory-manager","https://awesome-dsh-plugin.com/p/MoonlitDropOfBlood/dsh-memory-manager/","@duke-dsh-plugins/dsh-memory-manager","1.3.3","2","746","dsh plugin --profile web add @duke-dsh-plugins/dsh-memory-manager","2026-08-23"
"moononnn","DeepSeek-Harness-Hanako-Memory","https://github.com/moononnn/DeepSeek-Harness-Hanako-Memory","https://awesome-dsh-plugin.com/p/moononnn/DeepSeek-Harness-Hanako-Memory/",,,"2",,"dsh plugin --profile web add github:moononnn/DeepSeek-Harness-Hanako-Memory","2026-08-16"
"NattoCB","dsh-plugin-memory","https://github.com/NattoCB/dsh-plugin-memory","https://awesome-dsh-plugin.com/p/NattoCB/dsh-plugin-memory/",,,"3",,"dsh plugin --profile web add github:NattoCB/dsh-plugin-memory","2026-08-21"
"Noelune","unified-agent-memory","https://github.com/Noelune/unified-agent-memory","https://awesome-dsh-plugin.com/p/Noelune/unified-agent-memory/","dsh-unified-agent-memory","0.5.0","7","945","dsh plugin --profile web add dsh-unified-agent-memory","2026-08-14"
"nowledge-co","nowledge-mem-deepseek-harness","https://github.com/nowledge-co/nowledge-mem-deepseek-harness","https://awesome-dsh-plugin.com/p/nowledge-co/nowledge-mem-deepseek-harness/",,,"6",,"dsh plugin --profile web add github:nowledge-co/nowledge-mem-deepseek-harness","2026-08-14"
"NoxTyrannus","dsh-cipher","https://github.com/NoxTyrannus/dsh-cipher","https://awesome-dsh-plugin.com/p/NoxTyrannus/dsh-cipher/",,,"1",,"dsh plugin --profile web add github:NoxTyrannus/dsh-cipher","2026-08-30"
"NyaaCaster","dsh-yuque-kb","https://github.com/NyaaCaster/dsh-yuque-kb","https://awesome-dsh-plugin.com/p/NyaaCaster/dsh-yuque-kb/","dsh-yuque-kb","0.1.1","0","526","dsh plugin --profile web add dsh-yuque-kb","2026-08-28"
"omdsh-dev","dsh-kb-sieve","https://github.com/omdsh-dev/dsh-kb-sieve","https://awesome-dsh-plugin.com/p/omdsh-dev/dsh-kb-sieve/",,,"3",,"dsh plugin --profile web add github:omdsh-dev/dsh-kb-sieve","2026-08-13"
"omdsh-dev","dsh-mnemon","https://github.com/omdsh-dev/dsh-mnemon","https://awesome-dsh-plugin.com/p/omdsh-dev/dsh-mnemon/","dsh-mnemon","0.5.9","373","39032","dsh plugin --profile web add dsh-mnemon","2026-08-13"
"orangeshinee","dsh-mem0","https://github.com/orangeshinee/dsh-mem0","https://awesome-dsh-plugin.com/p/orangeshinee/dsh-mem0/",,,"3",,"dsh plugin --profile web add github:orangeshinee/dsh-mem0","2026-08-17"
"PerryLink","dsh-library","https://github.com/PerryLink/dsh-library","https://awesome-dsh-plugin.com/p/PerryLink/dsh-library/","dsh-library","0.2.11","9","3205","dsh plugin --profile web add dsh-library","2026-08-18"
"PerryLink","dsh-memento","https://github.com/PerryLink/dsh-memento","https://awesome-dsh-plugin.com/p/PerryLink/dsh-memento/","dsh-memento","0.5.12","94","4586","dsh plugin --profile web add dsh-memento","2026-08-14"
"Phant0Meow","dsh-meow-memory","https://github.com/Phant0Meow/dsh-meow-memory","https://awesome-dsh-plugin.com/p/Phant0Meow/dsh-meow-memory/","meow-memory","0.26.0","100","7587","dsh plugin --profile web add meow-memory","2026-08-14"
"plastic-labs","dsh-honcho","https://github.com/plastic-labs/dsh-honcho","https://awesome-dsh-plugin.com/p/plastic-labs/dsh-honcho/","@honcho-ai/dsh-honcho","0.1.0","3","281","dsh plugin --profile web add @honcho-ai/dsh-honcho","2026-09-02"
"plur-ai","dsh-plugin","https://github.com/plur-ai/dsh-plugin","https://awesome-dsh-plugin.com/p/plur-ai/dsh-plugin/",,,"0",,"dsh plugin --profile web add github:plur-ai/dsh-plugin","2026-08-15"
"Qinling-Melon-Farmers","dsh-memoir","https://github.com/Qinling-Melon-Farmers/dsh-memoir","https://awesome-dsh-plugin.com/p/Qinling-Melon-Farmers/dsh-memoir/","dsh-memoir","0.7.1","27","2911","dsh plugin --profile web add dsh-memoir","2026-08-23"
"QuantumKuba","dsh-continuum","https://github.com/QuantumKuba/dsh-continuum","https://awesome-dsh-plugin.com/p/QuantumKuba/dsh-continuum/",,,"1",,"dsh plugin --profile web add github:QuantumKuba/dsh-continuum","2026-09-05"
"qwert702","dsh-memory","https://github.com/qwert702/dsh-memory","https://awesome-dsh-plugin.com/p/qwert702/dsh-memory/",,,"1",,"dsh plugin --profile web add github:qwert702/dsh-memory","2026-09-12"
"rainow","dsh-simple-wiki-memory","https://github.com/rainow/dsh-simple-wiki-memory","https://awesome-dsh-plugin.com/p/rainow/dsh-simple-wiki-memory/","dsh-simple-wiki-memory","0.1.3","5","479","dsh plugin --profile web add dsh-simple-wiki-memory","2026-08-19"
"reatcat","l123-harness","https://github.com/reatcat/l123-harness","https://awesome-dsh-plugin.com/p/reatcat/l123-harness/",,,"4",,"dsh plugin --profile web add github:reatcat/l123-harness","2026-08-23"
"rebron1900","dsh-mnemosyne","https://github.com/rebron1900/dsh-mnemosyne","https://awesome-dsh-plugin.com/p/rebron1900/dsh-mnemosyne/",,,"1",,"dsh plugin --profile web add github:rebron1900/dsh-mnemosyne","2026-08-25"
"Relistencode","dsh-recall","https://github.com/Relistencode/dsh-recall","https://awesome-dsh-plugin.com/p/Relistencode/dsh-recall/","dsh-recall","0.3.0","3","1978","dsh plugin --profile web add dsh-recall","2026-08-16"
"reshuibuduo","tmcra-plugin-deepseek-harness","https://github.com/reshuibuduo/tmcra-plugin-deepseek-harness","https://awesome-dsh-plugin.com/p/reshuibuduo/tmcra-plugin-deepseek-harness/",,,"1",,"dsh plugin --profile web add ""https://github.com/reshuibuduo/tmcra-plugin-deepseek-harness/releases/download/v1.0.0-rc.1/dsh-tmcra-memory-1.0.0-rc.1.tgz""","2026-08-16"
"Rxiain","dsh-openviking","https://github.com/Rxiain/dsh-openviking","https://awesome-dsh-plugin.com/p/Rxiain/dsh-openviking/",,,"12",,"dsh plugin --profile web add github:Rxiain/dsh-openviking","2026-08-17"
"scd13150","dsh-cognition","https://github.com/scd13150/dsh-cognition","https://awesome-dsh-plugin.com/p/scd13150/dsh-cognition/",,,"0",,"dsh plugin --profile web add github:scd13150/dsh-cognition","2026-08-15"
"Scorp1o117","dsh-soul-md","https://github.com/Scorp1o117/dsh-soul-md","https://awesome-dsh-plugin.com/p/Scorp1o117/dsh-soul-md/","dsh-soul-md","0.6.2","6","2960","dsh plugin --profile web add dsh-soul-md","2026-09-05"
"Scorp1o117","dsh-tdai-memory","https://github.com/Scorp1o117/dsh-tdai-memory","https://awesome-dsh-plugin.com/p/Scorp1o117/dsh-tdai-memory/","dsh-tdai-memory","0.3.2","6","2865","dsh plugin --profile web add dsh-tdai-memory","2026-09-05"
"SeanWang114514","dsh-memo-notebook","https://github.com/SeanWang114514/dsh-memo-notebook","https://awesome-dsh-plugin.com/p/SeanWang114514/dsh-memo-notebook/",,,"0",,"dsh plugin --profile web add github:SeanWang114514/dsh-memo-notebook","2026-08-29"
"seriousz158","dsh-memory","https://github.com/seriousz158/dsh-memory","https://awesome-dsh-plugin.com/p/seriousz158/dsh-memory/","dsh-git-memory","0.8.1","183","566","dsh plugin --profile web add dsh-git-memory","2026-08-22"
"Shiye-10Pages","dsh-memory-porter","https://github.com/Shiye-10Pages/dsh-memory-porter","https://awesome-dsh-plugin.com/p/Shiye-10Pages/dsh-memory-porter/","dsh-memory-porter","0.1.0","2","702","dsh plugin --profile web add dsh-memory-porter","2026-08-18"
"sidleo","llm-wiki#dsh","https://github.com/sidleo/llm-wiki/tree/main/packages/dsh","https://awesome-dsh-plugin.com/p/sidleo/llm-wiki--packages-dsh/",,,"1",,"dsh plugin --profile web add github:sidleo/llm-wiki#path:/packages/dsh","2026-09-13"
"skepsun","dsh-engram","https://github.com/skepsun/dsh-engram","https://awesome-dsh-plugin.com/p/skepsun/dsh-engram/","dsh-engram","0.4.0","6","1726","dsh plugin --profile web add dsh-engram","2026-08-21"
"SodaMem","dsh-plugin-sodamem","https://github.com/SodaMem/dsh-plugin-sodamem","https://awesome-dsh-plugin.com/p/SodaMem/dsh-plugin-sodamem/","dsh-plugin-sodamem","0.1.1","1","734","dsh plugin --profile web add dsh-plugin-sodamem","2026-08-18"
"stas130286-blip","dsh-brainagent","https://github.com/stas130286-blip/dsh-brainagent","https://awesome-dsh-plugin.com/p/stas130286-blip/dsh-brainagent/","dsh-brainagent","0.9.28","4","378","dsh plugin --profile web add dsh-brainagent","2026-08-30"
"suomir1995","dsh-notes","https://github.com/suomir1995/dsh-notes","https://awesome-dsh-plugin.com/p/suomir1995/dsh-notes/",,,"0",,"dsh plugin --profile web add github:suomir1995/dsh-notes","2026-09-10"
"Swd146296","dsh-memos-bridge","https://github.com/Swd146296/dsh-memos-bridge","https://awesome-dsh-plugin.com/p/Swd146296/dsh-memos-bridge/",,,"1",,"dsh plugin --profile web add github:Swd146296/dsh-memos-bridge","2026-08-22"
"symmetryseeker","dsh-akn-plugin","https://github.com/symmetryseeker/dsh-akn-plugin","https://awesome-dsh-plugin.com/p/symmetryseeker/dsh-akn-plugin/","dsh-akn-plugin","0.2.0","5","656","dsh plugin --profile web add dsh-akn-plugin","2026-08-20"
"tancheng33","dsh-yogacara","https://github.com/tancheng33/dsh-yogacara","https://awesome-dsh-plugin.com/p/tancheng33/dsh-yogacara/","dsh-yogacara","0.2.1","4","1141","dsh plugin --profile web add dsh-yogacara","2026-08-17"
"text2future","flowix#dsh-flowix-memory","https://github.com/text2future/flowix/tree/main/dsh-flowix-memory","https://awesome-dsh-plugin.com/p/text2future/flowix--dsh-flowix-memory/",,,"413",,"dsh plugin --profile web add github:text2future/flowix#path:/dsh-flowix-memory","2026-08-28"
"tinqiao-oss","engramory#plugin","https://github.com/tinqiao-oss/engramory/tree/master/adapters/dsh/plugin","https://awesome-dsh-plugin.com/p/tinqiao-oss/engramory--adapters-dsh-plugin/","dsh-engramory","0.2.3","190","2451","dsh plugin --profile web add dsh-engramory","2026-08-16"
"truelove-dreamer","dsh-plugin-recall","https://github.com/truelove-dreamer/dsh-plugin-recall","https://awesome-dsh-plugin.com/p/truelove-dreamer/dsh-plugin-recall/","dsh-plugin-recall","0.1.1","1","451","dsh plugin --profile web add dsh-plugin-recall","2026-08-14"
